MODEL,CLASS,FOLD,DATASET,COLOR_SPACE,WEIGHTED_LOSS,TRUE_NEGATIVES,FALSE_POSITIVES,FALSE_NEGATIVES,TRUE_POSITIVES,LOSS,ACC,SENSITIVITY,SPECIFITY,PRECISION,F1,AUC,MCC
efficientnet_b4,6_Membranous,3,ROS,RGB,False,209,22,60,171,0.4642649046528391,0.8225108225108225,0.7402597402597403,0.9047619047619048,0.8860103626943006,0.8066037735849056,0.8225108225108225,0.6539303195002628
efficientnet_b4,6_Membranous,4,ROS,RGB,False,190,40,12,218,0.4356372182783873,0.8869565217391304,0.9478260869565217,0.8260869565217391,0.8449612403100775,0.8934426229508197,0.8869565217391304,0.7797124423937974
efficientnet_b4,6_Membranous,5,ROS,RGB,False,197,32,45,184,0.4706211182488104,0.8318777292576419,0.8034934497816594,0.8602620087336245,0.8518518518518519,0.8269662921348314,0.8318777292576419,0.6648275827032054
efficientnet_b4,6_Membranous,1,ROS,RGB,True,1,232,0,233,0.25293217305205923,0.5021459227467812,1.0,0.004291845493562232,0.5010752688172043,0.667621776504298,0.5021459227467812,0.046373889576016826
efficientnet_b4,6_Membranous,2,ROS,RGB,True,0,232,0,232,0.24497231738320713,0.5,1.0,0.0,0.5,0.6666666666666666,0.5,nan
efficientnet_b4,6_Membranous,3,ROS,RGB,True,0,231,0,231,0.24786986597688684,0.5,1.0,0.0,0.5,0.6666666666666666,0.5,nan
efficientnet_b4,6_Membranous,4,ROS,RGB,True,0,230,0,230,0.240298458415529,0.5,1.0,0.0,0.5,0.6666666666666666,0.5,nan
efficientnet_b4,6_Membranous,5,ROS,RGB,True,0,229,0,229,0.25199187224869124,0.5,1.0,0.0,0.5,0.6666666666666666,0.5,nan
efficientnet_b4,7_Sclerosis,1,ROS,RGB,False,80,14,7,87,0.5411132383853832,0.8882978723404256,0.925531914893617,0.851063829787234,0.8613861386138614,0.8923076923076924,0.8882978723404256,0.7787580463053532
efficientnet_b4,7_Sclerosis,2,ROS,RGB,False,83,11,7,87,0.5261982945685691,0.9042553191489362,0.925531914893617,0.8829787234042553,0.8877551020408163,0.90625,0.9042553191489362,0.8092436489999238
efficientnet_b4,7_Sclerosis,3,ROS,RGB,False,80,12,12,80,0.5297834588133771,0.8695652173913043,0.8695652173913043,0.8695652173913043,0.8695652173913043,0.8695652173913043,0.8695652173913043,0.7391304347826086
efficientnet_b4,7_Sclerosis,4,ROS,RGB,False,82,10,7,85,0.5171559776948846,0.9076086956521738,0.9239130434782609,0.8913043478260869,0.8947368421052632,0.9090909090909091,0.9076086956521738,0.8156511586070117
efficientnet_b4,7_Sclerosis,5,ROS,RGB,False,84,8,20,72,0.5561984181404114,0.8478260869565217,0.782608695652174,0.9130434782608695,0.9,0.8372093023255814,0.8478260869565217,0.7016464154456235
efficientnet_b4,7_Sclerosis,1,ROS,RGB,True,0,94,0,94,0.269282451018374,0.5,1.0,0.0,0.5,0.6666666666666666,0.5,nan
efficientnet_b4,7_Sclerosis,2,ROS,RGB,True,0,94,0,94,0.2577149557306411,0.5,1.0,0.0,0.5,0.6666666666666666,0.5,nan
efficientnet_b4,7_Sclerosis,3,ROS,RGB,True,0,92,0,92,0.26668464424817456,0.5,1.0,0.0,0.5,0.6666666666666666,0.5,nan
efficientnet_b4,7_Sclerosis,4,ROS,RGB,True,0,92,0,92,0.267759672973467,0.5,1.0,0.0,0.5,0.6666666666666666,0.5,nan
efficientnet_b4,7_Sclerosis,5,ROS,RGB,True,0,92,0,92,0.2740174454191457,0.5,1.0,0.0,0.5,0.6666666666666666,0.5,nan
efficientnet_b4,8_Podocytopathy,1,ROS,RGB,False,59,18,14,63,0.6148860593894859,0.7922077922077922,0.8181818181818182,0.7662337662337663,0.7777777777777778,0.7974683544303798,0.7922077922077922,0.5852057359806528
efficientnet_b4,8_Podocytopathy,2,ROS,RGB,False,56,21,13,64,0.6115874206864989,0.7792207792207793,0.8311688311688312,0.7272727272727273,0.7529411764705882,0.7901234567901234,0.7792207792207793,0.561480201832886
efficientnet_b4,8_Podocytopathy,3,ROS,RGB,False,59,18,14,63,0.6027362857546125,0.7922077922077922,0.8181818181818182,0.7662337662337663,0.7777777777777778,0.7974683544303798,0.7922077922077922,0.5852057359806528
efficientnet_b4,8_Podocytopathy,4,ROS,RGB,False,64,11,16,59,0.6021846270561219,0.8200000000000001,0.7866666666666666,0.8533333333333334,0.8428571428571429,0.8137931034482758,0.8200000000000001,0.6414269805898185
efficientnet_b4,8_Podocytopathy,5,ROS,RGB,False,56,18,11,63,0.6031550636162629,0.8040540540540541,0.8513513513513513,0.7567567567567568,0.7777777777777778,0.8129032258064516,0.8040540540540541,0.6108472217815261
efficientnet_b4,8_Podocytopathy,1,ROS,RGB,True,0,77,0,77,0.2906725685317795,0.5,1.0,0.0,0.5,0.6666666666666666,0.5,nan
efficientnet_b4,8_Podocytopathy,2,ROS,RGB,True,0,77,0,77,0.29998165252920866,0.5,1.0,0.0,0.5,0.6666666666666666,0.5,nan
efficientnet_b4,8_Podocytopathy,3,ROS,RGB,True,0,77,0,77,0.28692071778433664,0.5,1.0,0.0,0.5,0.6666666666666666,0.5,nan
efficientnet_b4,8_Podocytopathy,4,ROS,RGB,True,0,75,0,75,0.28766502141952516,0.5,1.0,0.0,0.5,0.6666666666666666,0.5,nan
efficientnet_b4,8_Podocytopathy,5,ROS,RGB,True,0,74,0,74,0.2785867488867528,0.5,1.0,0.0,0.5,0.6666666666666666,0.5,nan
inception,1_Normal,1,ROS,RGB,False,404,2,64,342,0.27531029936384976,0.9187192118226601,0.8423645320197044,0.9950738916256158,0.9941860465116279,0.912,0.9187192118226601,0.8473771897856539
inception,1_Normal,2,ROS,RGB,False,406,0,8,398,0.03492966474130236,0.9901477832512315,0.9802955665024631,1.0,1.0,0.9900497512437811,0.9901477832512315,0.9804859290192955
inception,1_Normal,3,ROS,RGB,False,403,2,50,355,0.21427654806915442,0.9358024691358025,0.8765432098765432,0.9950617283950617,0.9943977591036415,0.931758530183727,0.9358024691358025,0.8777917531340417
inception,1_Normal,4,ROS,RGB,False,401,3,18,386,0.05832980578709947,0.974009900990099,0.9554455445544554,0.9925742574257426,0.9922879177377892,0.9735182849936949,0.974009900990099,0.9486739205894484
inception,1_Normal,5,ROS,RGB,False,402,0,20,382,0.08772934749907818,0.9751243781094527,0.9502487562189055,1.0,1.0,0.9744897959183674,0.9751243781094527,0.9514269652170787
inception,1_Normal,1,ROS,RGB,True,403,3,32,374,0.14192175174251273,0.9568965517241379,0.9211822660098522,0.9926108374384236,0.9920424403183024,0.9553001277139208,0.9568965517241379,0.9161331664435504
inception,1_Normal,2,ROS,RGB,True,396,10,6,400,0.04661206022969314,0.9802955665024631,0.9852216748768473,0.9753694581280788,0.975609756097561,0.9803921568627451,0.9802955665024631,0.9606377568525972
inception,1_Normal,3,ROS,RGB,True,399,6,39,366,0.1887295960644145,0.9444444444444444,0.9037037037037037,0.9851851851851852,0.9838709677419355,0.9420849420849421,0.9444444444444444,0.8918544334893943
inception,1_Normal,4,ROS,RGB,True,399,5,14,390,0.08912761633902198,0.9764851485148515,0.9653465346534653,0.9876237623762376,0.9873417721518988,0.9762202753441802,0.9764851485148515,0.9532068526883419
inception,1_Normal,5,ROS,RGB,True,397,5,15,387,0.09739485182405556,0.9751243781094527,0.9626865671641791,0.9875621890547264,0.9872448979591837,0.9748110831234257,0.9751243781094527,0.9505428980692784
inception,2_Esclerose_Pura_Sem_Crescente,1,ROS,RGB,False,221,3,19,205,0.11201469932815858,0.9508928571428571,0.9151785714285714,0.9866071428571429,0.9855769230769231,0.9490740740740741,0.9508928571428572,0.9040950284747841
inception,2_Esclerose_Pura_Sem_Crescente,2,ROS,RGB,False,219,4,20,203,0.10018052688628569,0.9461883408071748,0.9103139013452914,0.9820627802690582,0.9806763285024155,0.9441860465116279,0.9461883408071748,0.8946825218077584
