MODEL,STAIN,FOLD,DATASET,COLOR_SPACE,WEIGHTED_LOSS,TRUE_NEGATIVES,FALSE_POSITIVES,FALSE_NEGATIVES,TRUE_POSITIVES,LOSS,ACC,SENSITIVITY,SPECIFITY,PRECISION,F1,AUC,MCC
resnet18,HE,5,ROS,RGB,True,842,4,23,823,0.04614658128848876,0.9840425531914894,0.9728132387706856,0.9952718676122931,0.9951632406287787,0.9838613269575612,0.9840425531914894,0.9683293450084813
resnet18,PAMS,1,ROS,RGB,False,176,0,58,118,0.3423864675516432,0.8352272727272727,0.6704545454545454,1.0,1.0,0.8027210884353742,0.8352272727272727,0.7101221755962168
resnet18,PAMS,2,ROS,RGB,False,176,0,73,103,0.5419221682982012,0.7926136363636364,0.5852272727272727,1.0,1.0,0.7383512544802867,0.7926136363636364,0.6431598700742263
resnet18,PAMS,3,ROS,RGB,False,172,3,45,130,0.39964325376919335,0.8628571428571429,0.7428571428571429,0.9828571428571429,0.9774436090225563,0.8441558441558441,0.8628571428571429,0.7475634051117986
resnet18,PAMS,4,ROS,RGB,False,167,5,8,164,0.16903417401535567,0.9622093023255813,0.9534883720930233,0.9709302325581395,0.9704142011834319,0.9618768328445748,0.9622093023255813,0.9245592493610327
resnet18,PAMS,5,ROS,RGB,False,170,1,89,82,0.7363699212757467,0.7368421052631579,0.47953216374269003,0.9941520467836257,0.9879518072289156,0.6456692913385826,0.7368421052631579,0.5524539596152191
resnet18,PAMS,1,ROS,RGB,True,171,5,15,161,0.2224607223814184,0.9431818181818182,0.9147727272727273,0.9715909090909091,0.9698795180722891,0.9415204678362573,0.9431818181818181,0.8877978362536952
resnet18,PAMS,2,ROS,RGB,True,167,9,27,149,0.26101867719130084,0.8977272727272727,0.8465909090909091,0.9488636363636364,0.9430379746835443,0.8922155688622755,0.8977272727272727,0.7996475799504301
resnet18,PAMS,3,ROS,RGB,True,163,12,9,166,0.16550751388072968,0.94,0.9485714285714286,0.9314285714285714,0.9325842696629213,0.9405099150141643,0.94,0.8801293346295553
resnet18,PAMS,4,ROS,RGB,True,162,10,8,164,0.16065577746823775,0.9476744186046512,0.9534883720930233,0.9418604651162791,0.9425287356321839,0.9479768786127167,0.9476744186046512,0.8954093726096088
resnet18,PAMS,5,ROS,RGB,True,158,13,25,146,0.3887364048706858,0.8888888888888888,0.8538011695906432,0.9239766081871345,0.9182389937106918,0.8848484848484849,0.8888888888888888,0.7796999994990508
resnet18,PAS,1,ROS,RGB,False,507,0,112,395,0.473836151041693,0.8895463510848126,0.7790927021696252,1.0,1.0,0.8758314855875832,0.8895463510848126,0.7988278974178689
resnet18,PAS,2,ROS,RGB,False,504,1,144,361,0.26871973164010754,0.8564356435643564,0.7148514851485148,0.998019801980198,0.9972375690607734,0.8327566320645905,0.8564356435643564,0.7432941462471663
resnet18,PAS,3,ROS,RGB,False,503,1,215,289,0.9121378821039957,0.7857142857142857,0.5734126984126984,0.998015873015873,0.996551724137931,0.7279596977329975,0.7857142857142857,0.6311480818780048
resnet18,PAS,4,ROS,RGB,False,499,3,113,389,0.29287670113413455,0.8844621513944223,0.7749003984063745,0.9940239043824701,0.9923469387755102,0.8702460850111857,0.8844621513944223,0.7880768317262906
resnet18,PAS,5,ROS,RGB,False,497,4,210,291,0.7913058887936636,0.7864271457085827,0.5808383233532934,0.9920159680638723,0.9864406779661017,0.7311557788944724,0.7864271457085829,0.6284361825805695
resnet18,PAS,1,ROS,RGB,True,507,0,111,396,0.5618054863263869,0.8905325443786982,0.7810650887573964,1.0,1.0,0.8770764119601329,0.8905325443786982,0.8004852897018947
resnet18,PAS,2,ROS,RGB,True,503,2,35,470,0.17825009999888958,0.9633663366336633,0.9306930693069307,0.996039603960396,0.9957627118644068,0.962128966223132,0.9633663366336633,0.9287176856292386
resnet18,PAS,3,ROS,RGB,True,496,8,131,373,0.49865412144433885,0.8621031746031745,0.7400793650793651,0.9841269841269841,0.979002624671916,0.8429378531073446,0.8621031746031746,0.7467867541387536
resnet18,PAS,4,ROS,RGB,True,488,14,41,461,0.17014998687334745,0.945219123505976,0.9183266932270916,0.9721115537848606,0.9705263157894737,0.9437052200614124,0.9452191235059761,0.8917289829577488
resnet18,PAS,5,ROS,RGB,True,495,6,196,305,1.1460339202138479,0.7984031936127743,0.6087824351297405,0.9880239520958084,0.9807073954983923,0.7512315270935961,0.7984031936127745,0.6449884982068739
resnet50,AZAN,1,ROS,RGB,False,171,1,108,64,0.6982813629993173,0.6831395348837209,0.37209302325581395,0.9941860465116279,0.9846153846153847,0.540084388185654,0.6831395348837209,0.4678232153218186
resnet50,AZAN,2,ROS,RGB,False,168,2,104,66,0.655913062656627,0.6882352941176471,0.38823529411764707,0.9882352941176471,0.9705882352941176,0.5546218487394958,0.6882352941176471,0.47058823529411764
resnet50,AZAN,3,ROS,RGB,False,168,1,124,45,0.7435672477152221,0.6301775147928994,0.26627218934911245,0.9940828402366864,0.9782608695652174,0.4186046511627907,0.6301775147928994,0.3796490652506364
resnet50,AZAN,4,ROS,RGB,False,165,1,83,83,0.4980604666543294,0.746987951807229,0.5,0.9939759036144579,0.9880952380952381,0.664,0.7469879518072289,0.5681308453605356
resnet50,AZAN,5,ROS,RGB,False,165,1,94,72,0.35086648830448286,0.713855421686747,0.43373493975903615,0.9939759036144579,0.9863013698630136,0.602510460251046,0.713855421686747,0.5163533947449788
resnet50,AZAN,1,ROS,RGB,True,164,8,3,169,0.2903088248053262,0.9680232558139534,0.9825581395348837,0.9534883720930233,0.9548022598870056,0.9684813753581661,0.9680232558139534,0.9364422661680554
resnet50,AZAN,2,ROS,RGB,True,150,20,32,138,0.3642774950055515,0.8470588235294118,0.8117647058823529,0.8823529411764706,0.8734177215189873,0.8414634146341463,0.8470588235294118,0.6958534260468252
resnet50,AZAN,3,ROS,RGB,True,147,22,3,166,0.2745871986510486,0.9260355029585798,0.9822485207100592,0.8698224852071006,0.8829787234042553,0.9299719887955182,0.9260355029585798,0.8575075212125957
resnet50,AZAN,4,ROS,RGB,True,149,17,11,155,0.23328814520893326,0.9156626506024097,0.9337349397590361,0.8975903614457831,0.9011627906976745,0.9171597633136095,0.9156626506024096,0.8318688682439609
resnet50,AZAN,5,ROS,RGB,True,154,12,0,166,0.21511904374662652,0.963855421686747,1.0,0.927710843373494,0.9325842696629213,0.9651162790697675,0.963855421686747,0.9301443647766956
resnet50,HE,1,ROS,RGB,False,853,0,95,758,0.14309322968527133,0.9443141852286049,0.8886283704572099,1.0,1.0,0.9410304158907511,0.944314185228605,0.8941912877409005
resnet50,HE,2,ROS,RGB,False,851,1,175,677,0.3285505830577002,0.8967136150234742,0.7946009389671361,0.9988262910798122,0.9985250737463127,0.8849673202614379,0.8967136150234742,0.810509610166671
resnet50,HE,3,ROS,RGB,False,851,0,188,663,0.507895069986967,0.8895417156286721,0.7790834312573442,1.0,1.0,0.8758256274768824,0.8895417156286721,0.7988201116278291
resnet50,HE,4,ROS,RGB,False,847,3,152,698,0.16940228185232947,0.9088235294117646,0.8211764705882353,0.9964705882352941,0.9957203994293866,0.9000644745325597,0.9088235294117647,0.8305065299581639
resnet50,HE,5,ROS,RGB,False,845,1,108,738,0.11886018468837647,0.9355791962174941,0.8723404255319149,0.9988179669030733,0.9986468200270636,0.931230283911672,0.9355791962174942,0.8782108903997237
resnet50,HE,1,ROS,RGB,True,844,9,0,853,0.032088147452295455,0.9947245017584994,1.0,0.9894490035169988,0.9895591647331786,0.9947521865889213,0.9947245017584994,0.9895040825920616
resnet50,HE,2,ROS,RGB,True,845,7,102,750,0.29807727984065285,0.9360328638497653,0.8802816901408451,0.9917840375586855,0.9907529722589168,0.9322560596643878,0.9360328638497653,0.8775379044733551
resnet50,HE,3,ROS,RGB,True,845,6,135,716,0.35442266859263005,0.9171562867215041,0.8413631022326674,0.9929494712103408,0.9916897506925207,0.9103623649078194,0.9171562867215042,0.8440665935035899
resnet50,HE,4,ROS,RGB,True,832,18,45,805,0.09412185535095084,0.9629411764705882,0.9470588235294117,0.9788235294117648,0.9781287970838396,0.9623430962343096,0.9629411764705882,0.9263498127651306
resnet50,HE,5,ROS,RGB,True,843,3,99,747,0.17395869085904272,0.9397163120567376,0.8829787234042553,0.9964539007092199,0.996,0.9360902255639098,0.9397163120567376,0.8851499567078296
resnet50,PAMS,1,ROS,RGB,False,174,2,42,134,0.40274214202707465,0.875,0.7613636363636364,0.9886363636363636,0.9852941176470589,0.8589743589743589,0.875,0.7701540462154054
resnet50,PAMS,2,ROS,RGB,False,174,2,54,122,0.31218658929521387,0.8409090909090909,0.6931818181818182,0.9886363636363636,0.9838709677419355,0.8133333333333334,0.8409090909090909,0.7136791021047098
resnet50,PAMS,3,ROS,RGB,False,172,3,45,130,0.21627998862947737,0.8628571428571429,0.7428571428571429,0.9828571428571429,0.9774436090225563,0.8441558441558441,0.8628571428571429,0.7475634051117986
resnet50,PAMS,4,ROS,RGB,False,169,3,33,139,0.2586021873840066,0.8953488372093024,0.8081395348837209,0.9825581395348837,0.9788732394366197,0.8853503184713376,0.8953488372093024,0.8030064828621352
resnet50,PAMS,5,ROS,RGB,False,168,3,77,94,0.3791859778221588,0.7660818713450293,0.5497076023391813,0.9824561403508771,0.9690721649484536,0.7014925373134329,0.7660818713450293,0.5902995919424497
resnet50,PAMS,1,ROS,RGB,True,148,28,16,160,0.21451996740969745,0.875,0.9090909090909091,0.8409090909090909,0.851063829787234,0.8791208791208791,0.875,0.7517493868524991
resnet50,PAMS,2,ROS,RGB,True,136,40,26,150,0.24716106734492563,0.8125,0.8522727272727273,0.7727272727272727,0.7894736842105263,0.819672131147541,0.8125,0.6269867707187052
resnet50,PAMS,3,ROS,RGB,True,142,33,2,173,0.14760984531470708,0.9,0.9885714285714285,0.8114285714285714,0.8398058252427184,0.9081364829396326,0.8999999999999999,0.8128551833402207
resnet50,PAMS,4,ROS,RGB,True,141,31,0,172,0.08932234832020693,0.9098837209302325,1.0,0.8197674418604651,0.8472906403940886,0.9173333333333333,0.9098837209302326,0.8334154310955475
resnet50,PAMS,5,ROS,RGB,True,137,34,11,160,0.21932922870095012,0.8684210526315789,0.935672514619883,0.8011695906432749,0.8247422680412371,0.8767123287671232,0.868421052631579,0.7435990434875639
resnet50,PAS,1,ROS,RGB,False,507,0,103,404,0.3992553216348268,0.8984220907297831,0.796844181459566,1.0,1.0,0.8869374313940724,0.8984220907297831,0.8138151399225829
resnet50,PAS,2,ROS,RGB,False,504,1,70,435,0.1844103776582397,0.9297029702970298,0.8613861386138614,0.998019801980198,0.9977064220183486,0.924548352816153,0.9297029702970296,0.8675420586576433
resnet50,PAS,3,ROS,RGB,False,501,3,125,379,0.2905391040775511,0.873015873015873,0.751984126984127,0.9940476190476191,0.9921465968586387,0.8555304740406321,0.873015873015873,0.768898470260024
resnet50,PAS,4,ROS,RGB,False,499,3,180,322,0.7458252980414615,0.8177290836653386,0.6414342629482072,0.9940239043824701,0.9907692307692307,0.7787182587666264,0.8177290836653386,0.6790693289394593
resnet50,PAS,5,ROS,RGB,False,499,2,160,341,0.48307369289521923,0.8383233532934131,0.6806387225548902,0.9960079840319361,0.9941690962099126,0.8080568720379147,0.8383233532934131,0.7130334940430174
resnet50,PAS,1,ROS,RGB,True,501,6,86,421,0.44926185024207865,0.9092702169625247,0.8303747534516766,0.9881656804733728,0.9859484777517564,0.9014989293361885,0.9092702169625246,0.8289247530534967
resnet50,PAS,2,ROS,RGB,True,492,13,27,478,0.12645750669854702,0.9603960396039604,0.9465346534653465,0.9742574257425742,0.9735234215885947,0.9598393574297188,0.9603960396039604,0.9211461216403665
resnet50,PAS,3,ROS,RGB,True,492,12,33,471,0.12557601047650216,0.9553571428571428,0.9345238095238095,0.9761904761904762,0.9751552795031055,0.9544072948328267,0.9553571428571428,0.911505867163784
resnet50,PAS,4,ROS,RGB,True,476,26,85,417,0.43041432010700026,0.8894422310756972,0.8306772908366534,0.9482071713147411,0.9413092550790068,0.8825396825396825,0.8894422310756973,0.7843203143899029
resnet50,PAS,5,ROS,RGB,True,493,8,162,339,0.5302216697357848,0.8303393213572854,0.6766467065868264,0.9840319361277445,0.9769452449567724,0.7995283018867925,0.8303393213572854,0.6942927118384836
vgg,AZAN,1,ROS,RGB,False,172,0,68,104,0.8913524178571479,0.8023255813953488,0.6046511627906976,1.0,1.0,0.7536231884057971,0.8023255813953488,0.6582805886043833
vgg,AZAN,2,ROS,RGB,False,170,0,75,95,1.0289621156804702,0.7794117647058824,0.5588235294117647,1.0,1.0,0.7169811320754716,0.7794117647058824,0.6226998490772391
vgg,AZAN,3,ROS,RGB,False,169,0,82,87,0.9621165567601221,0.757396449704142,0.514792899408284,1.0,1.0,0.6796875,0.757396449704142,0.5887389453881348
vgg,AZAN,4,ROS,RGB,False,165,1,28,138,0.22141962148338915,0.9126506024096386,0.8313253012048193,0.9939759036144579,0.9928057553956835,0.9049180327868852,0.9126506024096386,0.8364394591362183
vgg,AZAN,5,ROS,RGB,False,166,0,22,144,0.17856131943681905,0.9337349397590362,0.8674698795180723,1.0,1.0,0.9290322580645162,0.9337349397590362,0.8751899489873673
vgg,AZAN,1,ROS,RGB,True,171,1,43,129,0.42326355881469196,0.872093023255814,0.75,0.9941860465116279,0.9923076923076923,0.8543046357615894,0.872093023255814,0.7674169845534855
vgg,AZAN,2,ROS,RGB,True,170,0,42,128,0.7504610531470355,0.8764705882352941,0.7529411764705882,1.0,1.0,0.8590604026845637,0.8764705882352941,0.7770286898858114
vgg,AZAN,3,ROS,RGB,True,168,1,69,100,1.3800549676432412,0.7928994082840236,0.591715976331361,0.9940828402366864,0.9900990099009901,0.7407407407407407,0.7928994082840237,0.6398826499758121
vgg,AZAN,4,ROS,RGB,True,166,0,28,138,0.25612463505871325,0.9156626506024097,0.8313253012048193,1.0,1.0,0.9078947368421053,0.9156626506024097,0.8434098684421276
vgg,AZAN,5,ROS,RGB,True,166,0,4,162,0.1165280172093603,0.9879518072289157,0.9759036144578314,1.0,1.0,0.9878048780487805,0.9879518072289157,0.9761870601839527
vgg,HE,1,ROS,RGB,False,852,1,53,800,0.10956259315684962,0.9683470105509964,0.9378663540445487,0.9988276670574443,0.9987515605493134,0.9673518742442564,0.9683470105509965,0.9384393967592353
vgg,HE,2,ROS,RGB,False,851,1,55,797,0.3206542030194372,0.9671361502347418,0.9354460093896714,0.9988262910798122,0.9987468671679198,0.9660606060606061,0.9671361502347418,0.9361544870076266
vgg,HE,3,ROS,RGB,False,850,1,264,587,0.9143221409844736,0.8443008225616921,0.6897767332549941,0.9988249118683902,0.9982993197278912,0.8158443363446838,0.8443008225616921,0.7240463316762978
vgg,HE,4,ROS,RGB,False,849,1,137,713,0.3256155440558402,0.9188235294117646,0.8388235294117647,0.9988235294117647,0.9985994397759104,0.9117647058823529,0.9188235294117647,0.8485792936953718
vgg,HE,5,ROS,RGB,False,845,1,95,751,0.40091474119344855,0.9432624113475178,0.8877068557919622,0.9988179669030733,0.9986702127659575,0.9399249061326659,0.9432624113475178,0.8920483952791715
vgg,HE,1,ROS,RGB,True,850,3,71,782,0.13516144619016512,0.9566236811254396,0.9167643610785463,0.9964830011723329,0.9961783439490446,0.9548229548229549,0.9566236811254396,0.9161631387001625
vgg,HE,2,ROS,RGB,True,848,4,49,803,0.5698249377168173,0.9688967136150235,0.9424882629107981,0.9953051643192489,0.9950433705080545,0.9680530440024111,0.9688967136150235,0.9391042163557323
vgg,HE,3,ROS,RGB,True,849,2,216,635,1.3532863180869894,0.8719153936545241,0.7461809635722679,0.9976498237367802,0.9968602825745683,0.853494623655914,0.8719153936545241,0.7685271064642625
vgg,HE,4,ROS,RGB,True,847,3,61,789,0.45302487555014737,0.9623529411764705,0.928235294117647,0.9964705882352941,0.9962121212121212,0.9610231425091352,0.9623529411764706,0.92686616999246
vgg,HE,5,ROS,RGB,True,843,3,83,763,0.48151002043394986,0.9491725768321513,0.9018912529550828,0.9964539007092199,0.9960835509138382,0.9466501240694789,0.9491725768321513,0.9023888367722298
vgg,PAMS,1,ROS,RGB,False,173,3,31,145,0.2756074599244378,0.9034090909090909,0.8238636363636364,0.9829545454545454,0.9797297297297297,0.8950617283950617,0.9034090909090908,0.8172264285411323
vgg,PAMS,2,ROS,RGB,False,175,1,60,116,0.7901354377919977,0.8267045454545455,0.6590909090909091,0.9943181818181818,0.9914529914529915,0.7918088737201365,0.8267045454545454,0.6935391444081092
vgg,PAMS,3,ROS,RGB,False,175,0,47,128,0.7568012499809265,0.8657142857142857,0.7314285714285714,1.0,1.0,0.8448844884488449,0.8657142857142857,0.7593263966019992
vgg,PAMS,4,ROS,RGB,False,169,3,29,143,0.1897621664196946,0.9069767441860465,0.8313953488372093,0.9825581395348837,0.9794520547945206,0.89937106918239,0.9069767441860466,0.8234154521140165
vgg,PAMS,5,ROS,RGB,False,169,2,27,144,0.20630071177120096,0.915204678362573,0.8421052631578947,0.9883040935672515,0.9863013698630136,0.9085173501577287,0.9152046783625731,0.8394288298681161
vgg,PAMS,1,ROS,RGB,True,173,3,19,157,0.3414924049919302,0.9375,0.8920454545454546,0.9829545454545454,0.98125,0.9345238095238095,0.9375,0.8786382693312039
vgg,PAMS,2,ROS,RGB,True,172,4,49,127,0.8631998842412775,0.8494318181818182,0.7215909090909091,0.9772727272727273,0.9694656488549618,0.8273615635179153,0.8494318181818181,0.7228918471717143
vgg,PAMS,3,ROS,RGB,True,172,3,30,145,0.6691097777230399,0.9057142857142857,0.8285714285714286,0.9828571428571429,0.9797297297297297,0.8978328173374613,0.9057142857142857,0.8212621391517902
vgg,PAMS,4,ROS,RGB,True,150,22,12,160,0.1050268085890038,0.9011627906976744,0.9302325581395349,0.872093023255814,0.8791208791208791,0.903954802259887,0.9011627906976745,0.803685041486804
vgg,PAMS,5,ROS,RGB,True,162,9,41,130,0.7708235264521593,0.8538011695906432,0.7602339181286549,0.9473684210526315,0.935251798561151,0.8387096774193549,0.8538011695906432,0.7203274270952125
vgg,PAS,1,ROS,RGB,False,507,0,146,361,0.7833445843389989,0.8560157790927022,0.7120315581854043,1.0,1.0,0.8317972350230415,0.8560157790927021,0.7435274561850908
vgg,PAS,2,ROS,RGB,False,504,1,120,385,0.639011023540308,0.8801980198019802,0.7623762376237624,0.998019801980198,0.9974093264248705,0.8641975308641975,0.8801980198019802,0.7824296096527655
vgg,PAS,3,ROS,RGB,False,503,1,166,338,0.8704001581858075,0.8343253968253967,0.6706349206349206,0.998015873015873,0.9970501474926253,0.8018979833926453,0.8343253968253967,0.7076475263432039
vgg,PAS,4,ROS,RGB,False,498,4,56,446,0.26005202074687317,0.9402390438247011,0.8884462151394422,0.9920318725099602,0.9911111111111112,0.9369747899159664,0.9402390438247012,0.8852402050391349
vgg,PAS,5,ROS,RGB,False,499,2,185,316,0.8339055584457344,0.8133732534930139,0.6307385229540918,0.9960079840319361,0.9937106918238994,0.7716727716727717,0.813373253493014,0.6732680992212242
vgg,PAS,1,ROS,RGB,True,507,0,141,366,1.5746217305373393,0.8609467455621302,0.7218934911242604,1.0,1.0,0.8384879725085911,0.8609467455621302,0.7515416254704824
vgg,PAS,2,ROS,RGB,True,504,1,68,437,0.666638206428673,0.9316831683168317,0.8653465346534653,0.998019801980198,0.997716894977169,0.926829268292683,0.9316831683168316,0.8710667164521034
vgg,PAS,3,ROS,RGB,True,493,11,96,408,0.4772444399931128,0.8938492063492063,0.8095238095238095,0.9781746031746031,0.9737470167064439,0.8840736728060672,0.8938492063492063,0.7991454808737123
vgg,PAS,4,ROS,RGB,True,498,4,38,464,0.13183492439357467,0.9581673306772909,0.9243027888446215,0.9920318725099602,0.9914529914529915,0.9567010309278351,0.9581673306772909,0.918443638266957
vgg,PAS,5,ROS,RGB,True,498,3,104,397,1.0301865096577627,0.8932135728542914,0.7924151696606786,0.9940119760479041,0.9925,0.881243063263041,0.8932135728542914,0.802912058750134
