MODEL,FOLD,DATASET,COLOR_SPACE,WEIGHTED_LOSS,TRUE_NEGATIVES,FALSE_POSITIVES,FALSE_NEGATIVES,TRUE_POSITIVES,LOSS,ACC,SENSITIVITY,SPECIFITY,PRECISION,F1,AUC,MCC
efficientnet,1,ROS,RGB,True,79,89,10,158,0.24777143413112276,0.7053571428571428,0.9404761904761905,0.47023809523809523,0.6396761133603239,0.7614457831325301,0.7053571428571428,0.4653777448859248
efficientnet,2,ROS,RGB,True,7,159,1,165,0.2706319481493479,0.5180722891566265,0.9939759036144579,0.04216867469879518,0.5092592592592593,0.673469387755102,0.5180722891566265,0.11785113019775793
efficientnet,3,ROS,RGB,True,89,77,5,161,0.15744344836258026,0.7530120481927711,0.9698795180722891,0.536144578313253,0.6764705882352942,0.7970297029702971,0.7530120481927711,0.5615997175956415
efficientnet,4,ROS,RGB,True,19,146,0,165,0.21802352088870425,0.5575757575757576,1.0,0.11515151515151516,0.5305466237942122,0.6932773109243697,0.5575757575757576,0.24717048284215581
efficientnet,5,ROS,RGB,True,40,125,0,165,0.20460082771200122,0.6212121212121212,1.0,0.24242424242424243,0.5689655172413793,0.7252747252747253,0.6212121212121212,0.3713906763541037
efficientnet,1,ROS,RGB,False,212,21,49,184,0.41542952849885423,0.8497854077253219,0.7896995708154506,0.9098712446351931,0.8975609756097561,0.8401826484018264,0.8497854077253219,0.7046775248154307
efficientnet,2,ROS,RGB,False,189,43,30,202,0.4350467509236829,0.8426724137931034,0.8706896551724138,0.8146551724137931,0.8244897959183674,0.8469601677148847,0.8426724137931034,0.6864233124947458
efficientnet,3,ROS,RGB,False,206,25,65,166,0.48455167719812103,0.8051948051948052,0.7186147186147186,0.8917748917748918,0.8691099476439791,0.7867298578199052,0.8051948051948052,0.6197517811528048
efficientnet,4,ROS,RGB,False,191,39,30,200,0.368455229634824,0.85,0.8695652173913043,0.8304347826086956,0.8368200836820083,0.8528784648187633,0.85,0.7005365330537849
efficientnet,5,ROS,RGB,False,193,36,13,216,0.2934738504314006,0.8930131004366811,0.9432314410480349,0.8427947598253275,0.8571428571428571,0.8981288981288982,0.8930131004366813,0.790020979724585
efficientnet,1,ROS,RGB,True,145,88,17,216,0.23860292571552832,0.7746781115879828,0.927038626609442,0.6223175965665236,0.7105263157894737,0.8044692737430168,0.7746781115879828,0.5767872751316002
efficientnet,2,ROS,RGB,True,125,107,2,230,0.18111950672906021,0.7650862068965517,0.9913793103448276,0.5387931034482759,0.6824925816023739,0.8084358523725835,0.7650862068965518,0.594549886479898
efficientnet,3,ROS,RGB,True,125,106,13,218,0.22738882983143713,0.7424242424242424,0.9437229437229437,0.5411255411255411,0.6728395061728395,0.7855855855855856,0.7424242424242424,0.529670730249888
efficientnet,4,ROS,RGB,True,106,124,8,222,0.2446630236895188,0.7130434782608696,0.9652173913043478,0.4608695652173913,0.6416184971098265,0.7708333333333334,0.7130434782608696,0.49344141863793833
efficientnet,5,ROS,RGB,True,96,133,9,220,0.24576204754900202,0.6899563318777292,0.9606986899563319,0.4192139737991266,0.623229461756374,0.7560137457044673,0.6899563318777293,0.45189470271196364
efficientnet,1,ROS,RGB,False,90,4,6,88,0.21687716626106424,0.9468085106382979,0.9361702127659575,0.9574468085106383,0.9565217391304348,0.946236559139785,0.946808510638298,0.893819357296686
efficientnet,2,ROS,RGB,False,81,13,2,92,0.2281843804298563,0.9202127659574468,0.9787234042553191,0.8617021276595744,0.8761904761904762,0.9246231155778895,0.9202127659574468,0.8462396997155366
efficientnet,3,ROS,RGB,False,78,14,14,78,0.34627656444259314,0.8478260869565217,0.8478260869565217,0.8478260869565217,0.8478260869565217,0.8478260869565217,0.8478260869565217,0.6956521739130435
efficientnet,4,ROS,RGB,False,72,20,1,91,0.3004339557626973,0.8858695652173912,0.9891304347826086,0.782608695652174,0.8198198198198198,0.896551724137931,0.8858695652173914,0.7887428389220927
efficientnet,5,ROS,RGB,False,78,14,7,85,0.25291863602140674,0.8858695652173912,0.9239130434782609,0.8478260869565217,0.8585858585858586,0.8900523560209425,0.8858695652173914,0.7739827625318122
efficientnet,1,ROS,RGB,True,30,64,1,93,0.19479096474799704,0.6542553191489362,0.9893617021276596,0.3191489361702128,0.5923566878980892,0.7410358565737052,0.6542553191489362,0.41568784419240373
efficientnet,2,ROS,RGB,True,27,67,0,94,0.18895621312425492,0.6436170212765957,1.0,0.2872340425531915,0.5838509316770186,0.7372549019607844,0.6436170212765957,0.40951417967396103
efficientnet,3,ROS,RGB,True,53,39,2,90,0.17198553616585938,0.7771739130434783,0.9782608695652174,0.5760869565217391,0.6976744186046512,0.8144796380090498,0.7771739130434783,0.6054718775493798
efficientnet,4,ROS,RGB,True,33,59,0,92,0.15662681732488715,0.6793478260869565,1.0,0.358695652173913,0.609271523178808,0.757201646090535,0.6793478260869565,0.4674858782440555
efficientnet,5,ROS,RGB,True,35,57,0,92,0.18672251863324124,0.6902173913043478,1.0,0.3804347826086957,0.6174496644295302,0.7634854771784232,0.6902173913043479,0.48466414026525667
efficientnet,1,ROS,RGB,False,57,20,8,69,0.36812279866887376,0.8181818181818182,0.8961038961038961,0.7402597402597403,0.7752808988764045,0.8313253012048193,0.8181818181818181,0.6442351229873913
efficientnet,2,ROS,RGB,False,48,29,3,74,0.47182242939998575,0.7922077922077922,0.961038961038961,0.6233766233766234,0.7184466019417476,0.8222222222222222,0.7922077922077921,0.6208816339904196
efficientnet,3,ROS,RGB,False,53,24,5,72,0.4121651982332205,0.8116883116883118,0.935064935064935,0.6883116883116883,0.75,0.8323699421965318,0.8116883116883117,0.6432675209026769
efficientnet,4,ROS,RGB,False,41,34,2,73,0.5083481566111246,0.76,0.9733333333333334,0.5466666666666666,0.6822429906542056,0.8021978021978022,0.76,0.5749611366245191
efficientnet,5,ROS,RGB,False,51,23,4,70,0.40846786466804713,0.8175675675675677,0.9459459459459459,0.6891891891891891,0.7526881720430108,0.8383233532934131,0.8175675675675675,0.6571659285701819
efficientnet,1,ROS,RGB,True,29,48,0,77,0.1871972991661592,0.6883116883116883,1.0,0.37662337662337664,0.616,0.7623762376237624,0.6883116883116883,0.48166378315169184
efficientnet,2,ROS,RGB,True,30,47,0,77,0.19617724118681698,0.6948051948051949,1.0,0.38961038961038963,0.6209677419354839,0.7661691542288557,0.6948051948051948,0.4918693768379647
efficientnet,3,ROS,RGB,True,26,51,1,76,0.21193457539979513,0.6623376623376623,0.987012987012987,0.33766233766233766,0.5984251968503937,0.7450980392156863,0.6623376623376623,0.42692959964879995
efficientnet,4,ROS,RGB,True,18,57,0,75,0.21316860636075338,0.62,1.0,0.24,0.5681818181818182,0.7246376811594203,0.62,0.3692744729379982
efficientnet,5,ROS,RGB,True,16,58,0,74,0.18672639775920558,0.6081081081081081,1.0,0.21621621621621623,0.5606060606060606,0.7184466019417476,0.6081081081081081,0.34815531191139565
efficientnet_b4,1,ROS,RGB,False,371,35,85,321,2.342191727584219,0.8522167487684729,0.7906403940886699,0.9137931034482759,0.901685393258427,0.84251968503937,0.8522167487684729,0.7098369669252518
efficientnet_b4,2,ROS,RGB,False,367,39,51,355,0.3962391466636376,0.8891625615763546,0.874384236453202,0.9039408866995073,0.9010152284263959,0.8875,0.8891625615763546,0.7786653167539361
efficientnet_b4,3,ROS,RGB,False,347,58,70,335,3.433264738836406,0.8419753086419753,0.8271604938271605,0.8567901234567902,0.8524173027989822,0.8395989974937343,0.8419753086419753,0.6842510403445191
efficientnet_b4,4,ROS,RGB,False,371,33,27,377,0.2781097863865371,0.9257425742574258,0.9331683168316832,0.9183168316831684,0.9195121951219513,0.9262899262899262,0.9257425742574258,0.8515790686486833
efficientnet_b4,5,ROS,RGB,False,369,33,18,384,0.42400523716240973,0.9365671641791045,0.9552238805970149,0.917910447761194,0.920863309352518,0.9377289377289377,0.9365671641791045,0.8737427928903466
efficientnet_b4,1,ROS,RGB,True,241,165,10,396,0.3454273479252026,0.7844827586206896,0.9753694581280788,0.5935960591133005,0.7058823529411765,0.8190279214064116,0.7844827586206897,0.6155930223440317
efficientnet_b4,2,ROS,RGB,True,276,130,25,381,0.2421939937498769,0.8091133004926109,0.9384236453201971,0.6798029556650246,0.7455968688845401,0.8309705561613958,0.8091133004926108,0.6400000731417087
efficientnet_b4,3,ROS,RGB,True,243,162,23,382,0.46438124495339983,0.7716049382716049,0.9432098765432099,0.6,0.7022058823529411,0.8050579557428873,0.7716049382716049,0.5783389106928623
efficientnet_b4,4,ROS,RGB,True,241,163,8,396,0.33893432822262887,0.7883663366336634,0.9801980198019802,0.5965346534653465,0.7084078711985689,0.822429906542056,0.7883663366336633,0.6245257412791031
efficientnet_b4,5,ROS,RGB,True,237,165,13,389,0.16518036502214214,0.7786069651741293,0.9676616915422885,0.5895522388059702,0.7021660649819494,0.8138075313807531,0.7786069651741294,0.6018983206885141
efficientnet_b4,1,ROS,RGB,False,166,58,17,207,1.1293892796550478,0.8325892857142857,0.9241071428571429,0.7410714285714286,0.7811320754716982,0.8466257668711656,0.8325892857142858,0.6766090253407
efficientnet_b4,2,ROS,RGB,False,165,58,28,195,0.5136552781802122,0.8071748878923767,0.874439461883408,0.7399103139013453,0.7707509881422925,0.819327731092437,0.8071748878923767,0.6199856706976419
efficientnet_b4,3,ROS,RGB,False,166,57,36,187,0.8239369552766261,0.7914798206278026,0.8385650224215246,0.7443946188340808,0.7663934426229508,0.8008565310492506,0.7914798206278026,0.5855618233121331
efficientnet_b4,4,ROS,RGB,False,176,46,23,199,1.1766063109174505,0.8445945945945946,0.8963963963963963,0.7927927927927928,0.8122448979591836,0.8522483940042827,0.8445945945945945,0.6929180115505781
efficientnet_b4,5,ROS,RGB,False,184,36,28,192,0.8116409285502,0.8545454545454545,0.8727272727272727,0.8363636363636363,0.8421052631578947,0.8571428571428571,0.8545454545454545,0.709560194985489
efficientnet_b4,1,ROS,RGB,True,48,176,0,224,0.541219562292099,0.6071428571428571,1.0,0.21428571428571427,0.56,0.717948717948718,0.6071428571428571,0.34641016151377546
efficientnet_b4,2,ROS,RGB,True,31,192,0,223,0.25415081079765284,0.5695067264573991,1.0,0.13901345291479822,0.5373493975903615,0.6990595611285266,0.5695067264573991,0.27331080326383533
efficientnet_b4,3,ROS,RGB,True,35,188,1,222,0.31587053213953437,0.5762331838565022,0.9955156950672646,0.15695067264573992,0.5414634146341464,0.7014218009478673,0.5762331838565022,0.279856719050717
efficientnet_b4,4,ROS,RGB,True,63,159,0,222,0.21843547568664895,0.6418918918918919,1.0,0.28378378378378377,0.5826771653543307,0.736318407960199,0.6418918918918919,0.4066378372811136
efficientnet_b4,5,ROS,RGB,True,19,201,0,220,1.677948919209567,0.5431818181818182,1.0,0.08636363636363636,0.5225653206650831,0.6864274570982839,0.5431818181818182,0.21243973576091238
efficientnet_b4,1,ROS,RGB,False,450,22,65,407,0.8743214152627072,0.9078389830508474,0.8622881355932204,0.9533898305084746,0.9487179487179487,0.9034406215316315,0.9078389830508475,0.8190840497820834
efficientnet_b4,2,ROS,RGB,False,449,22,56,415,1.2996507527152443,0.9171974522292994,0.881104033970276,0.9532908704883227,0.9496567505720824,0.9140969162995595,0.9171974522292994,0.8365774285502307
efficientnet_b4,3,ROS,RGB,False,446,25,50,421,0.24527510216028575,0.9203821656050956,0.8938428874734607,0.9469214437367304,0.9439461883408071,0.9182115594329335,0.9203821656050956,0.8419511962499803
efficientnet_b4,4,ROS,RGB,False,453,16,39,430,0.5227237765643515,0.94136460554371,0.9168443496801706,0.9658848614072495,0.9641255605381166,0.9398907103825137,0.94136460554371,0.883792598961307
efficientnet_b4,5,ROS,RGB,False,449,20,51,418,0.7946811367882721,0.9243070362473348,0.8912579957356077,0.9573560767590619,0.954337899543379,0.9217199558985667,0.9243070362473348,0.8504739479096696
efficientnet_b4,1,ROS,RGB,True,339,133,19,453,0.506639633390863,0.8389830508474576,0.9597457627118644,0.7182203389830508,0.773037542662116,0.8563327032136105,0.8389830508474576,0.6986499897023154
efficientnet_b4,2,ROS,RGB,True,355,116,3,468,0.21600796483188173,0.8736730360934183,0.9936305732484076,0.7537154989384289,0.8013698630136986,0.8872037914691943,0.8736730360934183,0.7698298142509289
efficientnet_b4,3,ROS,RGB,True,294,177,0,471,0.12192579933032868,0.8121019108280254,1.0,0.6242038216560509,0.7268518518518519,0.8418230563002681,0.8121019108280254,0.6735753140545634
efficientnet_b4,4,ROS,RGB,True,362,107,19,450,0.14025654924957992,0.8656716417910447,0.9594882729211087,0.7718550106609808,0.8078994614003591,0.8771929824561403,0.8656716417910448,0.7445674298104268
efficientnet_b4,5,ROS,RGB,True,357,112,4,465,0.104573492770955,0.8763326226012793,0.9914712153518124,0.7611940298507462,0.8058925476603119,0.8891013384321224,0.8763326226012793,0.7734516991263163
efficientnet_b4,1,ROS,RGB,False,57,1,54,4,0.7535619283544606,0.5258620689655172,0.06896551724137931,0.9827586206896551,0.8,0.12698412698412698,0.5258620689655172,0.12734290799340267
efficientnet_b4,2,ROS,RGB,False,51,7,44,14,0.778458019782757,0.5603448275862069,0.2413793103448276,0.8793103448275862,0.6666666666666666,0.35443037974683544,0.5603448275862069,0.15672078199387576
efficientnet_b4,3,ROS,RGB,False,54,2,51,5,0.7757545539311,0.5267857142857143,0.08928571428571429,0.9642857142857143,0.7142857142857143,0.15873015873015872,0.5267857142857143,0.11065666703449761
efficientnet_b4,4,ROS,RGB,False,56,0,50,6,0.6577006237847465,0.5535714285714285,0.10714285714285714,1.0,1.0,0.1935483870967742,0.5535714285714286,0.23791547571544325
efficientnet_b4,5,ROS,RGB,False,50,4,25,29,0.6706319738317419,0.7314814814814814,0.5370370370370371,0.9259259259259259,0.8787878787878788,0.6666666666666666,0.7314814814814815,0.502518907629606
efficientnet_b4,1,ROS,RGB,True,0,58,0,58,0.2990866709372093,0.5,1.0,0.0,0.5,0.6666666666666666,0.5,nan
efficientnet_b4,2,ROS,RGB,True,0,58,0,58,0.5331956004274303,0.5,1.0,0.0,0.5,0.6666666666666666,0.5,nan
efficientnet_b4,3,ROS,RGB,True,0,56,0,56,0.3024046080453055,0.5,1.0,0.0,0.5,0.6666666666666666,0.5,nan
efficientnet_b4,4,ROS,RGB,True,0,56,0,56,0.2819272641624723,0.5,1.0,0.0,0.5,0.6666666666666666,0.5,nan
efficientnet_b4,5,ROS,RGB,True,0,54,0,54,0.3032867798098811,0.5,1.0,0.0,0.5,0.6666666666666666,0.5,nan
efficientnet_b4,1,ROS,RGB,False,109,59,92,76,0.7134765500114078,0.550595238095238,0.4523809523809524,0.6488095238095238,0.562962962962963,0.5016501650165016,0.5505952380952381,0.10320102444487335
efficientnet_b4,2,ROS,RGB,False,69,97,25,141,1.4352058990892158,0.6325301204819277,0.8493975903614458,0.41566265060240964,0.592436974789916,0.698019801980198,0.6325301204819277,0.29417128064533604
efficientnet_b4,3,ROS,RGB,False,113,53,52,114,0.642395045383867,0.6837349397590362,0.6867469879518072,0.6807228915662651,0.6826347305389222,0.6846846846846847,0.6837349397590362,0.36747654739224417
efficientnet_b4,4,ROS,RGB,False,92,73,36,129,0.8423038377906337,0.6696969696969697,0.7818181818181819,0.5575757575757576,0.6386138613861386,0.7029972752043597,0.6696969696969697,0.3482630165734962
efficientnet_b4,5,ROS,RGB,False,118,47,15,150,0.6219191829363505,0.8121212121212121,0.9090909090909091,0.7151515151515152,0.7614213197969543,0.8287292817679558,0.8121212121212121,0.6363239816401077
efficientnet_b4,1,ROS,RGB,True,0,168,0,168,0.3423043574605669,0.5,1.0,0.0,0.5,0.6666666666666666,0.5,nan
efficientnet_b4,2,ROS,RGB,True,0,166,0,166,0.32437804431082257,0.5,1.0,0.0,0.5,0.6666666666666666,0.5,nan
efficientnet_b4,3,ROS,RGB,True,22,144,3,163,0.2417453362281064,0.5572289156626506,0.9819277108433735,0.13253012048192772,0.5309446254071661,0.6892177589852009,0.5572289156626506,0.21687745530343286
efficientnet_b4,4,ROS,RGB,True,0,165,0,165,0.5485813868768288,0.5,1.0,0.0,0.5,0.6666666666666666,0.5,nan
efficientnet_b4,5,ROS,RGB,True,0,165,0,165,1.2270630272951992,0.5,1.0,0.0,0.5,0.6666666666666666,0.5,nan
efficientnet_b4,1,ROS,RGB,False,201,32,35,198,0.690106112557931,0.8562231759656652,0.8497854077253219,0.8626609442060086,0.8608695652173913,0.8552915766738661,0.8562231759656652,0.7125054137533662
efficientnet_b4,2,ROS,RGB,False,148,84,18,214,1.3626579354549277,0.7801724137931034,0.9224137931034483,0.6379310344827587,0.7181208053691275,0.8075471698113208,0.7801724137931034,0.5844955058520844
efficientnet_b4,3,ROS,RGB,False,189,42,45,186,0.4121194238012487,0.8116883116883117,0.8051948051948052,0.8181818181818182,0.8157894736842105,0.8104575163398693,0.8116883116883118,0.6234292001593573
efficientnet_b4,4,ROS,RGB,False,187,43,23,207,0.3762169402578603,0.8565217391304348,0.9,0.8130434782608695,0.828,0.8625,0.8565217391304347,0.7157546799740551
efficientnet_b4,5,ROS,RGB,False,173,56,17,212,0.39378918596750784,0.8406113537117903,0.925764192139738,0.7554585152838428,0.7910447761194029,0.8531187122736419,0.8406113537117904,0.6913220368831612
efficientnet_b4,1,ROS,RGB,True,54,179,0,233,0.2553160606279905,0.6158798283261803,1.0,0.2317596566523605,0.5655339805825242,0.7224806201550388,0.6158798283261803,0.3620330940191083
efficientnet_b4,2,ROS,RGB,True,1,231,0,232,0.40004157454803074,0.5021551724137931,1.0,0.004310344827586207,0.5010799136069114,0.6676258992805756,0.5021551724137931,0.0464739412340173
efficientnet_b4,3,ROS,RGB,True,28,203,4,227,0.41989537118833303,0.551948051948052,0.9826839826839827,0.12121212121212122,0.5279069767441861,0.686838124054463,0.551948051948052,0.20459830184114206
efficientnet_b4,4,ROS,RGB,True,3,227,0,230,0.4978360590727433,0.5065217391304347,1.0,0.013043478260869565,0.5032822757111597,0.6695778748180495,0.5065217391304347,0.08102191939419527
efficientnet_b4,5,ROS,RGB,True,62,167,0,229,0.30716180150685873,0.6353711790393013,1.0,0.27074235807860264,0.5782828282828283,0.7328,0.6353711790393013,0.3956837835515332
efficientnet_b4,1,ROS,RGB,False,52,42,2,92,0.6425597667694092,0.7659574468085106,0.9787234042553191,0.5531914893617021,0.6865671641791045,0.8070175438596491,0.7659574468085106,0.5877880132154986
efficientnet_b4,2,ROS,RGB,False,59,35,12,82,0.8920373612261833,0.75,0.8723404255319149,0.6276595744680851,0.7008547008547008,0.7772511848341233,0.75,0.5156746146300293
efficientnet_b4,3,ROS,RGB,False,65,27,9,83,0.40691646674404974,0.8043478260869565,0.9021739130434783,0.7065217391304348,0.7545454545454545,0.8217821782178217,0.8043478260869565,0.6206915379300617
efficientnet_b4,4,ROS,RGB,False,50,42,4,88,0.5122849552527718,0.75,0.9565217391304348,0.5434782608695652,0.676923076923077,0.7927927927927928,0.75,0.5490214034302319
